#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
../data/raw/genomes/GCF_056115925.1_ASM5611592v1_genomic.fna.gz	NZ_CM148624.1	280855	281388	+	(AGly)aac3-I	1-534/534	===============	0/0	100.00	99.06	argannot	X15852:1250-1783	(AGly)aac3-I	
../data/raw/genomes/GCF_056115925.1_ASM5611592v1_genomic.fna.gz	NZ_CM148624.1	282422	283223	+	(AGly)aadA1-pm	30-831/831	===============	0/0	96.51	99.88	argannot	JQ690540:7968-8798	(AGly)aadA1-pm	
../data/raw/genomes/GCF_056115925.1_ASM5611592v1_genomic.fna.gz	NZ_CM148624.1	283728	284567	+	(Sul)sul1	1-840/840	===============	0/0	100.00	100.00	argannot	AF071413:6700-7539	(Sul)sul1	
../data/raw/genomes/GCF_056115925.1_ASM5611592v1_genomic.fna.gz	NZ_CM148624.1	1454840	1456114	-	(Bla)BlaA2	1-1275/1275	===============	0/0	100.00	100.00	argannot	NC_010410:2507740-2509014	(Bla)BlaA2	
../data/raw/genomes/GCF_056115925.1_ASM5611592v1_genomic.fna.gz	NZ_CM148624.1	1770683	1771507	-	(Bla)blaOXA-69	1-825/825	===============	0/0	100.00	100.00	argannot	AY750911:1-825	(Bla)blaOXA-69	
../data/raw/genomes/GCF_056115925.1_ASM5611592v1_genomic.fna.gz	NZ_CM148624.1	1949686	1950381	+	(Bla)Mbl	1-696/696	===============	0/0	100.00	100.00	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
../data/raw/genomes/GCF_056115925.1_ASM5611592v1_genomic.fna.gz	NZ_CM148624.1	2137195	2138214	+	(Bla)BlaA1	1-1020/1020	===============	0/0	100.00	100.00	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_056115925.1_ASM5611592v1_genomic.fna.gz	NZ_CM148624.1	2527236	2528711	+	(MLS)msr(E)	1-1476/1476	===============	0/0	100.00	100.00	argannot	JF769133:7246-8721	(MLS)msr(E)	
../data/raw/genomes/GCF_056115925.1_ASM5611592v1_genomic.fna.gz	NZ_CM148624.1	2528767	2529651	+	(MLS)mph(E)	1-885/885	===============	0/0	100.00	99.89	argannot	JF769133:8777-9661	(MLS)mph(E)	
../data/raw/genomes/GCF_056115925.1_ASM5611592v1_genomic.fna.gz	NZ_CM148624.1	2815162	2816352	+	(Bla)beta-lactamase_class-C	1-1191/1191	===============	0/0	100.00	97.98	argannot	NC_010410:1184557-1185747	(Bla)beta-lactamase_class-C	
../data/raw/genomes/GCF_056115925.1_ASM5611592v1_genomic.fna.gz	NZ_CM148624.1	3116607	3117569	-	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	99.90	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_056115925.1_ASM5611592v1_genomic.fna.gz	NZ_JBVQEF010000002.1	80523	81344	+	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_056115925.1_ASM5611592v1_genomic.fna.gz	NZ_JBVQEF010000002.1	82208	82987	-	(AGly)aphA6	1-780/780	===============	0/0	100.00	99.74	argannot	JF949760:695-1474	(AGly)aphA6	
../data/raw/genomes/GCF_056115925.1_ASM5611592v1_genomic.fna.gz	NZ_JBVQEF010000002.1	85310	86131	+	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_056115925.1_ASM5611592v1_genomic.fna.gz	NZ_JBVQEF010000002.1	86995	87774	-	(AGly)aphA6	1-780/780	===============	0/0	100.00	99.74	argannot	JF949760:695-1474	(AGly)aphA6	
../data/raw/genomes/GCF_056115925.1_ASM5611592v1_genomic.fna.gz	NZ_JBVQEF010000004.1	735	1514	-	(AGly)aphA6	1-780/780	===============	0/0	100.00	99.74	argannot	JF949760:695-1474	(AGly)aphA6	
../data/raw/genomes/GCF_056115925.1_ASM5611592v1_genomic.fna.gz	NZ_JBVQEF010000004.1	3837	4658	+	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_056115925.1_ASM5611592v1_genomic.fna.gz	NZ_JBVQEF010000004.1	5522	6301	-	(AGly)aphA6	1-780/780	===============	0/0	100.00	99.74	argannot	JF949760:695-1474	(AGly)aphA6	
../data/raw/genomes/GCF_056115925.1_ASM5611592v1_genomic.fna.gz	NZ_JBVQEF010000004.1	8625	9446	+	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_056115945.1_ASM5611594v1_genomic.fna.gz	NZ_CM148625.1	166371	167159	+	(AGly)ant(3'')-IIa	1-789/789	===============	0/0	100.00	97.97	argannot	NG_054648:101-889	(AGly)ant(3'')-IIa	
../data/raw/genomes/GCF_056115945.1_ASM5611594v1_genomic.fna.gz	NZ_CM148625.1	249701	250522	-	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_056115945.1_ASM5611594v1_genomic.fna.gz	NZ_CM148625.1	264559	265374	+	(Sul)sul2	1-816/816	===============	0/0	100.00	100.00	argannot	EU360945:1617-2432	(Sul)sul2	
../data/raw/genomes/GCF_056115945.1_ASM5611594v1_genomic.fna.gz	NZ_CM148625.1	278540	279361	-	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_056115945.1_ASM5611594v1_genomic.fna.gz	NZ_CM148625.1	282812	284011	-	(Tet)tetB	1-1200/1206	===============	0/0	99.50	99.75	argannot	AB089594:1-1206	(Tet)tetB	
../data/raw/genomes/GCF_056115945.1_ASM5611594v1_genomic.fna.gz	NZ_CM148625.1	287384	288220	-	(AGly)strB	1-837/837	===============	0/0	100.00	100.00	argannot	FJ474091:264-1100	(AGly)strB	
../data/raw/genomes/GCF_056115945.1_ASM5611594v1_genomic.fna.gz	NZ_CM148625.1	288220	289023	-	(AGly)strA	1-804/804	===============	0/0	100.00	100.00	argannot	AB366441:22458-23261	(AGly)strA	
../data/raw/genomes/GCF_056115945.1_ASM5611594v1_genomic.fna.gz	NZ_CM148625.1	1338508	1339368	+	(Bla)blaTEM-1D	1-861/861	===============	0/0	100.00	100.00	argannot	AF188200:215-1075	(Bla)blaTEM-1D	
../data/raw/genomes/GCF_056115945.1_ASM5611594v1_genomic.fna.gz	NZ_CM148625.1	1344967	1345782	-	(AGly)aph(3'')-Ia	1-816/816	===============	0/0	100.00	100.00	argannot	FJ172370:38668-39483	(AGly)aph(3'')-Ia	
../data/raw/genomes/GCF_056115945.1_ASM5611594v1_genomic.fna.gz	NZ_CM148625.1	1464492	1465757	-	(Bla)BlaA2	6-1274/1275	========/======	1/3	99.29	96.38	argannot	NC_010410:2507740-2509014	(Bla)BlaA2	
../data/raw/genomes/GCF_056115945.1_ASM5611594v1_genomic.fna.gz	NZ_CM148625.1	1782563	1783387	-	(Bla)blaOXA-66	1-825/825	===============	0/0	100.00	100.00	argannot	EF051061:485-1309	(Bla)blaOXA-66	
../data/raw/genomes/GCF_056115945.1_ASM5611594v1_genomic.fna.gz	NZ_CM148625.1	1968840	1969535	+	(Bla)Mbl	1-696/696	===============	0/0	100.00	98.56	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
../data/raw/genomes/GCF_056115945.1_ASM5611594v1_genomic.fna.gz	NZ_CM148625.1	2166208	2167225	+	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	91.94	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_056115945.1_ASM5611594v1_genomic.fna.gz	NZ_CM148625.1	2570743	2572218	+	(MLS)msr(E)	1-1476/1476	===============	0/0	100.00	100.00	argannot	JF769133:7246-8721	(MLS)msr(E)	
../data/raw/genomes/GCF_056115945.1_ASM5611594v1_genomic.fna.gz	NZ_CM148625.1	2572274	2573158	+	(MLS)mph(E)	1-885/885	===============	0/0	100.00	99.89	argannot	JF769133:8777-9661	(MLS)mph(E)	
../data/raw/genomes/GCF_056115945.1_ASM5611594v1_genomic.fna.gz	NZ_CM148625.1	2580004	2580777	-	(AGly)armA	1-774/774	===============	0/0	100.00	100.00	argannot	AY220558:1978-2751	(AGly)armA	
../data/raw/genomes/GCF_056115945.1_ASM5611594v1_genomic.fna.gz	NZ_CM148625.1	2673288	2674109	-	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_056115945.1_ASM5611594v1_genomic.fna.gz	NZ_CM148625.1	2761666	2762817	+	(Bla)blaADC-73	1-1152/1152	===============	0/0	100.00	100.00	argannot	KP881233:1-1152	(Bla)blaADC-73	
../data/raw/genomes/GCF_056115945.1_ASM5611594v1_genomic.fna.gz	NZ_CM148625.1	3065738	3066700	-	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	98.75	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_056115955.1_ASM5611595v1_genomic.fna.gz	NZ_CM148626.1	174370	175158	+	(AGly)ant(3'')-IIa	1-789/789	===============	0/0	100.00	97.97	argannot	NG_054648:101-889	(AGly)ant(3'')-IIa	
../data/raw/genomes/GCF_056115955.1_ASM5611595v1_genomic.fna.gz	NZ_CM148626.1	257700	258521	-	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_056115955.1_ASM5611595v1_genomic.fna.gz	NZ_CM148626.1	272558	273373	+	(Sul)sul2	1-816/816	===============	0/0	100.00	100.00	argannot	EU360945:1617-2432	(Sul)sul2	
../data/raw/genomes/GCF_056115955.1_ASM5611595v1_genomic.fna.gz	NZ_CM148626.1	286539	287360	-	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_056115955.1_ASM5611595v1_genomic.fna.gz	NZ_CM148626.1	290811	292010	-	(Tet)tetB	1-1200/1206	===============	0/0	99.50	99.75	argannot	AB089594:1-1206	(Tet)tetB	
../data/raw/genomes/GCF_056115955.1_ASM5611595v1_genomic.fna.gz	NZ_CM148626.1	295383	296219	-	(AGly)strB	1-837/837	===============	0/0	100.00	100.00	argannot	FJ474091:264-1100	(AGly)strB	
../data/raw/genomes/GCF_056115955.1_ASM5611595v1_genomic.fna.gz	NZ_CM148626.1	296219	297022	-	(AGly)strA	1-804/804	===============	0/0	100.00	100.00	argannot	AB366441:22458-23261	(AGly)strA	
../data/raw/genomes/GCF_056115955.1_ASM5611595v1_genomic.fna.gz	NZ_CM148626.1	1304226	1305086	+	(Bla)blaTEM-1D	1-861/861	===============	0/0	100.00	100.00	argannot	AF188200:215-1075	(Bla)blaTEM-1D	
../data/raw/genomes/GCF_056115955.1_ASM5611595v1_genomic.fna.gz	NZ_CM148626.1	1310685	1311500	-	(AGly)aph(3'')-Ia	1-816/816	===============	0/0	100.00	100.00	argannot	FJ172370:38668-39483	(AGly)aph(3'')-Ia	
../data/raw/genomes/GCF_056115955.1_ASM5611595v1_genomic.fna.gz	NZ_CM148626.1	1429021	1430286	-	(Bla)BlaA2	6-1274/1275	========/======	1/3	99.29	96.38	argannot	NC_010410:2507740-2509014	(Bla)BlaA2	
../data/raw/genomes/GCF_056115955.1_ASM5611595v1_genomic.fna.gz	NZ_CM148626.1	1745903	1746727	-	(Bla)blaOXA-66	1-825/825	===============	0/0	100.00	100.00	argannot	EF051061:485-1309	(Bla)blaOXA-66	
../data/raw/genomes/GCF_056115955.1_ASM5611595v1_genomic.fna.gz	NZ_CM148626.1	1932180	1932875	+	(Bla)Mbl	1-696/696	===============	0/0	100.00	98.56	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
../data/raw/genomes/GCF_056115955.1_ASM5611595v1_genomic.fna.gz	NZ_CM148626.1	2129548	2130565	+	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	91.94	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_056115955.1_ASM5611595v1_genomic.fna.gz	NZ_CM148626.1	2580341	2581114	-	(AGly)armA	1-774/774	===============	0/0	100.00	100.00	argannot	AY220558:1978-2751	(AGly)armA	
../data/raw/genomes/GCF_056115955.1_ASM5611595v1_genomic.fna.gz	NZ_CM148626.1	2757189	2758340	+	(Bla)blaADC-73	1-1152/1152	===============	0/0	100.00	100.00	argannot	KP881233:1-1152	(Bla)blaADC-73	
../data/raw/genomes/GCF_056115955.1_ASM5611595v1_genomic.fna.gz	NZ_CM148626.1	3061260	3062222	-	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	98.75	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_056115955.1_ASM5611595v1_genomic.fna.gz	NZ_JBVQEE010000002.1	12981	13760	-	(AGly)aphA6	1-780/780	===============	0/0	100.00	100.00	argannot	JF949760:695-1474	(AGly)aphA6	
../data/raw/genomes/GCF_056136085.1_ASM5613608v1_genomic.fna.gz	NZ_CM148703.1	111414	112193	+	(AGly)aphA6	1-780/780	===============	0/0	100.00	98.33	argannot	JF949760:695-1474	(AGly)aphA6	
../data/raw/genomes/GCF_056136085.1_ASM5613608v1_genomic.fna.gz	NZ_CM148703.1	113471	114283	+	(Bla)blaNDM-1	1-813/813	===============	0/0	100.00	100.00	argannot	JQ080305:1-813	(Bla)blaNDM-1	
../data/raw/genomes/GCF_056136085.1_ASM5613608v1_genomic.fna.gz	NZ_CM148703.1	915360	916322	+	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	98.23	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_056136085.1_ASM5613608v1_genomic.fna.gz	NZ_CM148703.1	1196421	1197572	-	(Bla)blaADC-2	1-1152/1152	===============	0/0	100.00	98.78	argannot	NG_048644:101-1252	(Bla)blaADC-2	
../data/raw/genomes/GCF_056136085.1_ASM5613608v1_genomic.fna.gz	NZ_CM148703.1	1299860	1301026	-	(Bla)blaADC-10	1-1167/1167	===============	0/0	100.00	99.23	argannot	NG_048634:1-1167	(Bla)blaADC-10	
../data/raw/genomes/GCF_056136085.1_ASM5613608v1_genomic.fna.gz	NZ_CM148703.1	1906886	1907903	-	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	93.22	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_056136085.1_ASM5613608v1_genomic.fna.gz	NZ_CM148703.1	2117405	2118100	-	(Bla)Mbl	1-696/696	===============	0/0	100.00	96.55	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
../data/raw/genomes/GCF_056136085.1_ASM5613608v1_genomic.fna.gz	NZ_CM148703.1	2304993	2305817	+	(Bla)blaOXA-94	1-825/825	===============	0/0	100.00	100.00	argannot	DQ519088:9-833	(Bla)blaOXA-94	
../data/raw/genomes/GCF_056136085.1_ASM5613608v1_genomic.fna.gz	NZ_CM148703.1	2573738	2574553	+	(Sul)sul2	1-816/816	===============	0/0	100.00	100.00	argannot	EU360945:1617-2432	(Sul)sul2	
../data/raw/genomes/GCF_056136085.1_ASM5613608v1_genomic.fna.gz	NZ_CM148703.1	2581902	2583377	+	(MLS)msr(E)	1-1476/1476	===============	0/0	100.00	100.00	argannot	JF769133:7246-8721	(MLS)msr(E)	
../data/raw/genomes/GCF_056136085.1_ASM5613608v1_genomic.fna.gz	NZ_CM148703.1	2583433	2584317	+	(MLS)mph(E)	1-885/885	===============	0/0	100.00	99.89	argannot	JF769133:8777-9661	(MLS)mph(E)	
../data/raw/genomes/GCF_056136085.1_ASM5613608v1_genomic.fna.gz	NZ_CM148703.1	2598424	2599697	+	(Bla)BlaA2	1-1274/1275	===============	0/0	99.92	97.80	argannot	NC_010410:2507740-2509014	(Bla)BlaA2	
../data/raw/genomes/GCF_056136085.1_ASM5613608v1_genomic.fna.gz	NZ_CM148703.1	3790549	3791337	-	(AGly)ant(3'')-IIa	1-789/789	===============	0/0	100.00	99.37	argannot	NG_054648:101-889	(AGly)ant(3'')-IIa	
../data/raw/genomes/GCF_056136085.1_ASM5613608v1_genomic.fna.gz	NZ_JBWBJP010000004.1	41886	43073	-	(Tet)tet(39)	1-1188/1188	===============	0/0	100.00	100.00	argannot	AY743590:749-1936	(Tet)tet(39)	
../data/raw/genomes/GCF_056136085.1_ASM5613608v1_genomic.fna.gz	NZ_JBWBJP010000004.1	52995	54182	-	(Tet)tet(39)	1-1188/1188	===============	0/0	100.00	100.00	argannot	AY743590:749-1936	(Tet)tet(39)	
../data/raw/genomes/GCF_056136095.1_ASM5613609v1_genomic.fna.gz	NZ_CM148704.1	159469	160257	+	(AGly)ant(3'')-IIa	1-789/789	===============	0/0	100.00	99.37	argannot	NG_054648:101-889	(AGly)ant(3'')-IIa	
../data/raw/genomes/GCF_056136095.1_ASM5613609v1_genomic.fna.gz	NZ_CM148704.1	1350705	1351978	-	(Bla)BlaA2	1-1274/1275	===============	0/0	99.92	97.80	argannot	NC_010410:2507740-2509014	(Bla)BlaA2	
../data/raw/genomes/GCF_056136095.1_ASM5613609v1_genomic.fna.gz	NZ_CM148704.1	1366085	1366969	-	(MLS)mph(E)	1-885/885	===============	0/0	100.00	99.89	argannot	JF769133:8777-9661	(MLS)mph(E)	
../data/raw/genomes/GCF_056136095.1_ASM5613609v1_genomic.fna.gz	NZ_CM148704.1	1367025	1368500	-	(MLS)msr(E)	1-1476/1476	===============	0/0	100.00	100.00	argannot	JF769133:7246-8721	(MLS)msr(E)	
../data/raw/genomes/GCF_056136095.1_ASM5613609v1_genomic.fna.gz	NZ_CM148704.1	1375849	1376664	-	(Sul)sul2	1-816/816	===============	0/0	100.00	100.00	argannot	EU360945:1617-2432	(Sul)sul2	
../data/raw/genomes/GCF_056136095.1_ASM5613609v1_genomic.fna.gz	NZ_CM148704.1	1644585	1645409	-	(Bla)blaOXA-94	1-825/825	===============	0/0	100.00	100.00	argannot	DQ519088:9-833	(Bla)blaOXA-94	
../data/raw/genomes/GCF_056136095.1_ASM5613609v1_genomic.fna.gz	NZ_CM148704.1	1831802	1832497	+	(Bla)Mbl	1-696/696	===============	0/0	100.00	96.55	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
../data/raw/genomes/GCF_056136095.1_ASM5613609v1_genomic.fna.gz	NZ_CM148704.1	2041999	2043016	+	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	93.22	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_056136095.1_ASM5613609v1_genomic.fna.gz	NZ_CM148704.1	2648876	2650042	+	(Bla)blaADC-10	1-1167/1167	===============	0/0	100.00	99.23	argannot	NG_048634:1-1167	(Bla)blaADC-10	
../data/raw/genomes/GCF_056136095.1_ASM5613609v1_genomic.fna.gz	NZ_CM148704.1	2752330	2753481	+	(Bla)blaADC-2	1-1152/1152	===============	0/0	100.00	98.78	argannot	NG_048644:101-1252	(Bla)blaADC-2	
../data/raw/genomes/GCF_056136095.1_ASM5613609v1_genomic.fna.gz	NZ_CM148704.1	3033580	3034542	-	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	98.23	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_056136095.1_ASM5613609v1_genomic.fna.gz	NZ_CM148704.1	3835619	3836431	-	(Bla)blaNDM-1	1-813/813	===============	0/0	100.00	100.00	argannot	JQ080305:1-813	(Bla)blaNDM-1	
../data/raw/genomes/GCF_056136095.1_ASM5613609v1_genomic.fna.gz	NZ_CM148704.1	3837709	3838488	-	(AGly)aphA6	1-780/780	===============	0/0	100.00	98.33	argannot	JF949760:695-1474	(AGly)aphA6	
../data/raw/genomes/GCF_056136095.1_ASM5613609v1_genomic.fna.gz	NZ_JBWBJO010000004.1	533	1720	+	(Tet)tet(39)	1-1188/1188	===============	0/0	100.00	100.00	argannot	AY743590:749-1936	(Tet)tet(39)	
../data/raw/genomes/GCF_056136145.1_ASM5613614v1_genomic.fna.gz	NZ_CM148706.1	844647	845609	+	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	98.75	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_056136145.1_ASM5613614v1_genomic.fna.gz	NZ_CM148706.1	1148529	1149680	-	(Bla)blaADC-73	1-1152/1152	===============	0/0	100.00	100.00	argannot	KP881233:1-1152	(Bla)blaADC-73	
../data/raw/genomes/GCF_056136145.1_ASM5613614v1_genomic.fna.gz	NZ_CM148706.1	1380128	1380901	+	(AGly)armA	1-774/774	===============	0/0	100.00	100.00	argannot	AY220558:1978-2751	(AGly)armA	
../data/raw/genomes/GCF_056136145.1_ASM5613614v1_genomic.fna.gz	NZ_CM148706.1	1383200	1384675	+	(MLS)msr(E)	1-1476/1476	===============	0/0	100.00	100.00	argannot	JF769133:7246-8721	(MLS)msr(E)	
../data/raw/genomes/GCF_056136145.1_ASM5613614v1_genomic.fna.gz	NZ_CM148706.1	1384731	1385615	+	(MLS)mph(E)	1-885/885	===============	0/0	100.00	99.89	argannot	JF769133:8777-9661	(MLS)mph(E)	
../data/raw/genomes/GCF_056136145.1_ASM5613614v1_genomic.fna.gz	NZ_CM148706.1	1836108	1837125	-	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	91.94	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_056136145.1_ASM5613614v1_genomic.fna.gz	NZ_CM148706.1	2034987	2035682	-	(Bla)Mbl	1-696/696	===============	0/0	100.00	98.56	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
../data/raw/genomes/GCF_056136145.1_ASM5613614v1_genomic.fna.gz	NZ_CM148706.1	2223740	2224564	+	(Bla)blaOXA-66	1-825/825	===============	0/0	100.00	100.00	argannot	EF051061:485-1309	(Bla)blaOXA-66	
../data/raw/genomes/GCF_056136145.1_ASM5613614v1_genomic.fna.gz	NZ_CM148706.1	2673664	2674323	-	(Phe)catA1	1-660/660	===============	0/0	100.00	99.85	argannot	V00622:244-903	(Phe)catA1	
../data/raw/genomes/GCF_056136145.1_ASM5613614v1_genomic.fna.gz	NZ_CM148706.1	2681443	2682282	-	(Sul)sul1	1-840/840	===============	0/0	100.00	100.00	argannot	AF071413:6700-7539	(Sul)sul1	
../data/raw/genomes/GCF_056136145.1_ASM5613614v1_genomic.fna.gz	NZ_CM148706.1	3748232	3749035	+	(AGly)strA	1-804/804	===============	0/0	100.00	100.00	argannot	AB366441:22458-23261	(AGly)strA	
../data/raw/genomes/GCF_056136145.1_ASM5613614v1_genomic.fna.gz	NZ_CM148706.1	3749035	3749871	+	(AGly)strB	1-837/837	===============	0/0	100.00	100.00	argannot	FJ474091:264-1100	(AGly)strB	
../data/raw/genomes/GCF_056136145.1_ASM5613614v1_genomic.fna.gz	NZ_CM148706.1	3753244	3754443	+	(Tet)tetB	1-1200/1206	===============	0/0	99.50	99.75	argannot	AB089594:1-1206	(Tet)tetB	
../data/raw/genomes/GCF_056136145.1_ASM5613614v1_genomic.fna.gz	NZ_CM148706.1	3757894	3758715	+	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_056136145.1_ASM5613614v1_genomic.fna.gz	NZ_CM148706.1	3842313	3843101	-	(AGly)ant(3'')-IIa	1-789/789	===============	0/0	100.00	97.97	argannot	NG_054648:101-889	(AGly)ant(3'')-IIa	
../data/raw/genomes/GCF_056136145.1_ASM5613614v1_genomic.fna.gz	NZ_JBWBJR010000002.1	15659	16480	-	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_056136145.1_ASM5613614v1_genomic.fna.gz	NZ_JBWBJR010000002.1	47335	48114	-	(AGly)aphA6	1-780/780	===============	0/0	100.00	100.00	argannot	JF949760:695-1474	(AGly)aphA6	
../data/raw/genomes/GCF_056136155.1_ASM5613615v1_genomic.fna.gz	NZ_CM148707.1	844679	845641	+	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	98.75	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_056136155.1_ASM5613615v1_genomic.fna.gz	NZ_CM148707.1	1148561	1149712	-	(Bla)blaADC-73	1-1152/1152	===============	0/0	100.00	100.00	argannot	KP881233:1-1152	(Bla)blaADC-73	
../data/raw/genomes/GCF_056136155.1_ASM5613615v1_genomic.fna.gz	NZ_CM148707.1	1380160	1380933	+	(AGly)armA	1-774/774	===============	0/0	100.00	100.00	argannot	AY220558:1978-2751	(AGly)armA	
../data/raw/genomes/GCF_056136155.1_ASM5613615v1_genomic.fna.gz	NZ_CM148707.1	1383232	1384707	+	(MLS)msr(E)	1-1476/1476	===============	0/0	100.00	100.00	argannot	JF769133:7246-8721	(MLS)msr(E)	
../data/raw/genomes/GCF_056136155.1_ASM5613615v1_genomic.fna.gz	NZ_CM148707.1	1384763	1385647	+	(MLS)mph(E)	1-885/885	===============	0/0	100.00	99.89	argannot	JF769133:8777-9661	(MLS)mph(E)	
../data/raw/genomes/GCF_056136155.1_ASM5613615v1_genomic.fna.gz	NZ_CM148707.1	1836140	1837157	-	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	91.94	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_056136155.1_ASM5613615v1_genomic.fna.gz	NZ_CM148707.1	2035019	2035714	-	(Bla)Mbl	1-696/696	===============	0/0	100.00	98.56	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
../data/raw/genomes/GCF_056136155.1_ASM5613615v1_genomic.fna.gz	NZ_CM148707.1	2223772	2224596	+	(Bla)blaOXA-66	1-825/825	===============	0/0	100.00	100.00	argannot	EF051061:485-1309	(Bla)blaOXA-66	
../data/raw/genomes/GCF_056136155.1_ASM5613615v1_genomic.fna.gz	NZ_CM148707.1	2673696	2674355	-	(Phe)catA1	1-660/660	===============	0/0	100.00	99.85	argannot	V00622:244-903	(Phe)catA1	
../data/raw/genomes/GCF_056136155.1_ASM5613615v1_genomic.fna.gz	NZ_CM148707.1	2681475	2682314	-	(Sul)sul1	1-840/840	===============	0/0	100.00	100.00	argannot	AF071413:6700-7539	(Sul)sul1	
../data/raw/genomes/GCF_056136155.1_ASM5613615v1_genomic.fna.gz	NZ_CM148707.1	3748264	3749067	+	(AGly)strA	1-804/804	===============	0/0	100.00	100.00	argannot	AB366441:22458-23261	(AGly)strA	
../data/raw/genomes/GCF_056136155.1_ASM5613615v1_genomic.fna.gz	NZ_CM148707.1	3749067	3749903	+	(AGly)strB	1-837/837	===============	0/0	100.00	100.00	argannot	FJ474091:264-1100	(AGly)strB	
../data/raw/genomes/GCF_056136155.1_ASM5613615v1_genomic.fna.gz	NZ_CM148707.1	3753276	3754475	+	(Tet)tetB	1-1200/1206	===============	0/0	99.50	99.75	argannot	AB089594:1-1206	(Tet)tetB	
