assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_050032045.1	PRJNA224116	SAMN48110909	na	na	470	470	Acinetobacter baumannii	strain=Ab2258v1	na	latest	Complete Genome	Major	Full	2025-05-13	ASM5003204v1	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	GCA_050032045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/032/045/GCF_050032045.1_ASM5003204v1/	na	na	na	haploid	bacteria	3967654	3967654	39.000000	6	6	6	NCBI RefSeq	GCF_050032045.1-RS_2025_05_01	2025-05-01	3833	3659	96	na
GCF_050032335.1	PRJNA224116	SAMN48110907	na	na	470	470	Acinetobacter baumannii	strain=Ab2210v1	na	latest	Complete Genome	Major	Full	2025-05-13	ASM5003233v1	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	GCA_050032335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/032/335/GCF_050032335.1_ASM5003233v1/	na	na	na	haploid	bacteria	3823688	3823688	39.000000	3	3	3	NCBI RefSeq	GCF_050032335.1-RS_2025_05_01	2025-05-01	3590	3436	95	na
GCF_050032545.1	PRJNA224116	SAMN48110908	na	na	470	470	Acinetobacter baumannii	strain=Ab2211v1	na	latest	Complete Genome	Major	Full	2025-05-13	ASM5003254v1	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	GCA_050032545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/032/545/GCF_050032545.1_ASM5003254v1/	na	na	na	haploid	bacteria	3918575	3918575	39.000000	4	4	4	NCBI RefSeq	GCF_050032545.1-RS_2025_05_01	2025-05-01	3775	3594	97	na
GCF_050039885.1	PRJNA224116	SAMN48087643	na	na	470	470	Acinetobacter baumannii	strain=15A-STR	na	latest	Complete Genome	Major	Full	2025-05-13	ASM5003988v1	University of Georgia	GCA_050039885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/039/885/GCF_050039885.1_ASM5003988v1/	na	na	na	haploid	bacteria	4214083	4214083	39.000000	3	3	3	NCBI RefSeq	GCF_050039885.1-RS_2025_05_01	2025-05-01	4044	3863	96	na
GCF_050164075.1	PRJNA224116	SAMN42539096	na	na	470	470	Acinetobacter baumannii	strain=A26329	na	latest	Complete Genome	Major	Full	2025-05-13	ASM5016407v1	University Hospital Muenster	GCA_050164075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/164/075/GCF_050164075.1_ASM5016407v1/	na	na	na	haploid	bacteria	4208565	4208565	39.000000	3	3	3	NCBI RefSeq	GCF_050164075.1-RS_2025_05_07	2025-05-07	4044	3812	95	na
GCF_050164325.1	PRJNA224116	SAMN42539093	na	na	470	470	Acinetobacter baumannii	strain=A26326	na	latest	Complete Genome	Major	Full	2025-05-13	ASM5016432v1	University Hospital Muenster	GCA_050164325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/164/325/GCF_050164325.1_ASM5016432v1/	na	na	na	haploid	bacteria	4224224	4224224	39.000000	3	3	3	NCBI RefSeq	GCF_050164325.1-RS_2025_05_07	2025-05-07	4058	3838	95	na
GCF_050320255.1	PRJNA224116	SAMN41934871	na	na	470	470	Acinetobacter baumannii	strain=Hv637	na	latest	Complete Genome	Major	Full	2025-05-14	Hv637	Boston College	GCA_050320255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/320/255/GCF_050320255.1_Hv637/	na	na	na	haploid	bacteria	4128367	4128367	39.000000	3	3	3	NCBI RefSeq	GCF_050320255.1-RS_2025_05_13	2025-05-13	4036	3871	97	na
GCF_050320275.1	PRJNA224116	SAMN41934849	na	na	470	470	Acinetobacter baumannii	strain=Up398	na	latest	Complete Genome	Major	Full	2025-05-14	Up398	Boston College	GCA_050320275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/320/275/GCF_050320275.1_Up398/	na	na	na	haploid	bacteria	3770702	3770702	39.000000	1	1	1	NCBI RefSeq	GCF_050320275.1-RS_2025_05_13	2025-05-13	3524	3386	96	na
GCF_050320295.1	PRJNA224116	SAMN41936526	na	na	470	470	Acinetobacter baumannii	strain=Up425	na	latest	Complete Genome	Major	Full	2025-05-14	Up425	Boston College	GCA_050320295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/320/295/GCF_050320295.1_Up425/	na	na	na	haploid	bacteria	4095515	4095515	39.000000	5	5	5	NCBI RefSeq	GCF_050320295.1-RS_2025_05_13	2025-05-13	3956	3782	97	na
GCF_050320315.1	PRJNA224116	SAMN41934854	na	na	470	470	Acinetobacter baumannii	strain=Up644	na	latest	Complete Genome	Major	Full	2025-05-14	Up644	Boston College	GCA_050320315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/320/315/GCF_050320315.1_Up644/	na	na	na	haploid	bacteria	3959417	3959417	39.000000	4	4	4	NCBI RefSeq	GCF_050320315.1-RS_2025_05_13	2025-05-13	3802	3631	95	na
GCF_050320325.1	PRJNA224116	SAMN41934855	na	na	470	470	Acinetobacter baumannii	strain=Up645	na	latest	Complete Genome	Major	Full	2025-05-14	Up645	Boston College	GCA_050320325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/320/325/GCF_050320325.1_Up645/	na	na	na	haploid	bacteria	3996598	3996598	39.000000	2	2	2	NCBI RefSeq	GCF_050320325.1-RS_2025_05_13	2025-05-13	3858	3694	96	na
GCF_050500295.1	PRJNA224116	SAMN48472518	na	na	470	470	Acinetobacter baumannii	strain=WM99a	na	latest	Complete Genome	Major	Full	2025-05-22	WM99a Hybrid Assembly	The University of Sydney	GCA_050500295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/500/295/GCF_050500295.1_WM99a_Hybrid_Assembly/	na	na	na	haploid	bacteria	3969354	3969354	39.000000	3	3	3	NCBI RefSeq	GCF_050500295.1-RS_2025_05_21	2025-05-21	3808	3648	96	na
GCF_050562225.1	PRJNA224116	SAMN48330200	na	na	470	470	Acinetobacter baumannii	strain=W20	na	latest	Complete Genome	Major	Full	2025-05-25	ASM5056222v1	Zhejiang University	GCA_050562225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/562/225/GCF_050562225.1_ASM5056222v1/	na	na	na	haploid	bacteria	4095560	4095560	39.000000	6	6	6	NCBI RefSeq	GCF_050562225.1-RS_2025_05_25	2025-05-25	4038	3786	98	na
GCF_050562235.1	PRJNA224116	SAMN48330209	na	na	470	470	Acinetobacter baumannii	strain=W398	na	latest	Complete Genome	Major	Full	2025-05-25	ASM5056223v1	Zhejiang University	GCA_050562235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/562/235/GCF_050562235.1_ASM5056223v1/	na	na	na	haploid	bacteria	3974656	3974656	39.500000	4	4	4	NCBI RefSeq	GCF_050562235.1-RS_2025_05_25	2025-05-25	3838	3579	97	na
GCF_050562245.1	PRJNA224116	SAMN48330175	na	na	470	470	Acinetobacter baumannii	strain=AB1801	na	latest	Complete Genome	Major	Full	2025-05-25	ASM5056224v1	Zhejiang University	GCA_050562245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/562/245/GCF_050562245.1_ASM5056224v1/	na	na	na	haploid	bacteria	3864213	3864213	39.000000	1	1	1	NCBI RefSeq	GCF_050562245.1-RS_2025_05_25	2025-05-25	3696	3513	95	na
GCF_050562255.1	PRJNA224116	SAMN48330214	na	na	470	470	Acinetobacter baumannii	strain=W76	na	latest	Complete Genome	Major	Full	2025-05-25	ASM5056225v1	Zhejiang University	GCA_050562255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/562/255/GCF_050562255.1_ASM5056225v1/	na	na	na	haploid	bacteria	4030092	4030092	39.000000	7	7	7	NCBI RefSeq	GCF_050562255.1-RS_2025_05_25	2025-05-25	3906	3621	95	na
GCF_050562265.1	PRJNA224116	SAMN48330210	na	na	470	470	Acinetobacter baumannii	strain=W410	na	latest	Complete Genome	Major	Full	2025-05-25	ASM5056226v1	Zhejiang University	GCA_050562265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/562/265/GCF_050562265.1_ASM5056226v1/	na	na	na	haploid	bacteria	4041328	4041328	39.000000	3	3	3	NCBI RefSeq	GCF_050562265.1-RS_2025_05_25	2025-05-25	3991	3678	96	na
GCF_050562275.1	PRJNA224116	SAMN48330161	na	na	470	470	Acinetobacter baumannii	strain=AB0614	na	latest	Complete Genome	Major	Full	2025-05-25	ASM5056227v1	Zhejiang University	GCA_050562275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/562/275/GCF_050562275.1_ASM5056227v1/	na	na	na	haploid	bacteria	3994111	3994111	39.000000	3	3	3	NCBI RefSeq	GCF_050562275.1-RS_2025_05_25	2025-05-25	3862	3561	95	na
GCF_050971825.2	PRJNA224116	SAMN48993107	JBPCCI000000000.2	na	470	470	Acinetobacter baumannii	strain=NL6	na	latest	Complete Genome	Major	Full	2026-03-07	ASM5097182v2	The University of Sydney	GCA_050971825.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/971/825/GCF_050971825.2_ASM5097182v2/	na	na	na	haploid	bacteria	3862292	3862292	39.000000	4	4	4	NCBI RefSeq	GCF_050971825.2-RS_2026_03_08	2026-03-08	3692	3485	95	na
GCF_051127995.1	PRJNA224116	SAMN40423144	na	na	470	470	Acinetobacter baumannii	strain=JRCGR-AK-AB-01	na	latest	Complete Genome	Major	Full	2025-06-29	ASM5112799v1	PCMD, ICCBS, university of Karachi, Pakistan	GCA_051127995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/127/995/GCF_051127995.1_ASM5112799v1/	na	na	na	haploid	bacteria	4140228	4140228	39.000000	3	3	3	NCBI RefSeq	GCF_051127995.1-RS_2025_06_28	2025-06-28	4030	3839	95	na
GCF_051200765.1	PRJNA224116	SAMN49010648	na	na	470	470	Acinetobacter baumannii	strain=AbAK05	na	latest	Complete Genome	Major	Full	2025-07-04	ASM5120076v1	Centro de Investigacion en Alimentacion y Desarrollo, A.C. (CIAD)	GCA_051200765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/200/765/GCF_051200765.1_ASM5120076v1/	na	na	na	haploid	bacteria	3980489	3980489	39.000000	1	1	1	NCBI RefSeq	GCF_051200765.1-RS_2025_07_03	2025-07-03	3823	3651	95	na
GCF_051294635.1	PRJNA224116	SAMN48312029	na	na	470	470	Acinetobacter baumannii	strain=966CSF	na	latest	Complete Genome	Major	Full	2025-07-11	ASM5129463v1	Hospital Infantil de Mexico Federico Gomez	GCA_051294635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/294/635/GCF_051294635.1_ASM5129463v1/	na	na	na	haploid	bacteria	4171379	4171379	39.000000	4	4	4	NCBI RefSeq	GCF_051294635.1-RS_2025_07_10	2025-07-10	4072	3816	97	na
GCF_051294645.1	PRJNA224116	SAMN48312026	na	na	470	470	Acinetobacter baumannii	strain=940BC	na	latest	Complete Genome	Major	Full	2025-07-11	ASM5129464v1	Hospital Infantil de Mexico Federico Gomez	GCA_051294645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/294/645/GCF_051294645.1_ASM5129464v1/	na	na	na	haploid	bacteria	3923256	3923256	39.000000	1	1	1	NCBI RefSeq	GCF_051294645.1-RS_2025_07_10	2025-07-10	3747	3548	95	na
GCF_051294655.1	PRJNA224116	SAMN48311827	na	na	470	470	Acinetobacter baumannii	strain=721D	na	latest	Complete Genome	Major	Full	2025-07-11	ASM5129465v1	Hospital Infantil de Mexico Federico Gomez	GCA_051294655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/294/655/GCF_051294655.1_ASM5129465v1/	na	na	na	haploid	bacteria	4112372	4112372	39.000000	5	5	5	NCBI RefSeq	GCF_051294655.1-RS_2025_07_10	2025-07-10	3997	3748	97	na
GCF_051294665.1	PRJNA224116	SAMN48312002	na	na	470	470	Acinetobacter baumannii	strain=815D	na	latest	Complete Genome	Major	Full	2025-07-11	ASM5129466v1	Hospital Infantil de Mexico Federico Gomez	GCA_051294665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/294/665/GCF_051294665.1_ASM5129466v1/	na	na	na	haploid	bacteria	4144925	4144925	39.000000	4	4	4	NCBI RefSeq	GCF_051294665.1-RS_2025_07_10	2025-07-10	4058	3878	96	na
GCF_051294675.1	PRJNA224116	SAMN48311777	na	na	470	470	Acinetobacter baumannii	strain=580D	na	latest	Complete Genome	Major	Full	2025-07-11	ASM5129467v1	Hospital Infantil de Mexico Federico Gomez	GCA_051294675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/294/675/GCF_051294675.1_ASM5129467v1/	na	na	na	haploid	bacteria	4177212	4177212	39.000000	5	5	5	NCBI RefSeq	GCF_051294675.1-RS_2025_07_10	2025-07-10	4081	3849	97	na
GCF_051294685.1	PRJNA224116	SAMN48311801	na	na	470	470	Acinetobacter baumannii	strain=600BC	na	latest	Complete Genome	Major	Full	2025-07-11	ASM5129468v1	Hospital Infantil de Mexico Federico Gomez	GCA_051294685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/294/685/GCF_051294685.1_ASM5129468v1/	na	na	na	haploid	bacteria	4166620	4166620	39.000000	4	4	4	NCBI RefSeq	GCF_051294685.1-RS_2025_07_10	2025-07-10	4063	3839	97	na
GCF_051294695.1	PRJNA224116	SAMN48311754	na	na	470	470	Acinetobacter baumannii	strain=241D	na	latest	Complete Genome	Major	Full	2025-07-11	ASM5129469v1	Hospital Infantil de Mexico Federico Gomez	GCA_051294695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/294/695/GCF_051294695.1_ASM5129469v1/	na	na	na	haploid	bacteria	4110451	4110451	39.000000	3	3	3	NCBI RefSeq	GCF_051294695.1-RS_2025_07_10	2025-07-10	3985	3762	97	na
GCF_051294705.1	PRJNA224116	SAMN48311733	na	na	470	470	Acinetobacter baumannii	strain=658U	na	latest	Complete Genome	Major	Full	2025-07-11	ASM5129470v1	Hospital Infantil de Mexico Federico Gomez	GCA_051294705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/294/705/GCF_051294705.1_ASM5129470v1/	na	na	na	haploid	bacteria	4162722	4162722	39.000000	3	3	3	NCBI RefSeq	GCF_051294705.1-RS_2025_07_10	2025-07-10	4057	3812	97	na
GCF_051294735.1	PRJNA224116	SAMN48311536	na	na	470	470	Acinetobacter baumannii	strain=361BC	na	latest	Complete Genome	Major	Full	2025-07-11	ASM5129473v1	Hospital Infantil de Mexico Federico Gomez	GCA_051294735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/294/735/GCF_051294735.1_ASM5129473v1/	na	na	na	haploid	bacteria	4175586	4175586	39.000000	4	4	4	NCBI RefSeq	GCF_051294735.1-RS_2025_07_10	2025-07-10	4083	3865	97	na
GCF_051294755.2	PRJNA224116	SAMN48311502	na	na	470	470	Acinetobacter baumannii	strain=769BC	na	latest	Complete Genome	Major	Full	2025-07-11	ASM5129475v2	Hospital Infantil de Mexico Federico Gomez	GCA_051294755.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/294/755/GCF_051294755.2_ASM5129475v2/	na	na	na	haploid	bacteria	4197465	4197465	39.000000	5	5	5	NCBI RefSeq	GCF_051294755.2-RS_2025_09_16	2025-09-16	4111	3852	98	na
GCF_051294795.1	PRJNA224116	SAMN48311433	na	na	470	470	Acinetobacter baumannii	strain=209D	na	latest	Complete Genome	Major	Full	2025-07-11	ASM5129479v1	Hospital Infantil de Mexico Federico Gomez	GCA_051294795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/294/795/GCF_051294795.1_ASM5129479v1/	na	na	na	haploid	bacteria	4175248	4175248	39.000000	4	4	4	NCBI RefSeq	GCF_051294795.1-RS_2025_07_10	2025-07-10	4074	3826	97	na
GCF_051294805.1	PRJNA224116	SAMN48311391	na	na	470	470	Acinetobacter baumannii	strain=169D	na	latest	Complete Genome	Major	Full	2025-07-11	ASM5129480v1	Hospital Infantil de Mexico Federico Gomez	GCA_051294805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/294/805/GCF_051294805.1_ASM5129480v1/	na	na	na	haploid	bacteria	4183788	4183788	39.000000	3	3	3	NCBI RefSeq	GCF_051294805.1-RS_2025_07_10	2025-07-10	4076	3841	97	na
GCF_051294825.1	PRJNA224116	SAMN48311203	na	na	470	470	Acinetobacter baumannii	strain=139BC	na	latest	Complete Genome	Major	Full	2025-07-11	ASM5129482v1	Hospital Infantil de Mexico Federico Gomez	GCA_051294825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/294/825/GCF_051294825.1_ASM5129482v1/	na	na	na	haploid	bacteria	4062128	4062128	39.000000	3	3	3	NCBI RefSeq	GCF_051294825.1-RS_2025_07_10	2025-07-10	3932	3725	96	na
GCF_051355005.1	PRJNA224116	SAMN49672662	na	na	470	470	Acinetobacter baumannii	strain=Ab35a	na	latest	Complete Genome	Major	Full	2025-07-16	ASM5135500v1	Baskent University Medical Faculty	GCA_051355005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/355/005/GCF_051355005.1_ASM5135500v1/	na	na	na	haploid	bacteria	4069719	4069719	39.000000	2	2	2	NCBI RefSeq	GCF_051355005.1-RS_2025_07_15	2025-07-15	3952	3758	95	na
GCF_051356365.1	PRJNA224116	SAMN49672661	na	na	470	470	Acinetobacter baumannii	strain=Ab64	na	latest	Complete Genome	Major	Full	2025-07-16	ASM5135636v1	Baskent University Medical Faculty	GCA_051356365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/356/365/GCF_051356365.1_ASM5135636v1/	na	na	na	haploid	bacteria	4040613	4040613	39.000000	3	3	3	NCBI RefSeq	GCF_051356365.1-RS_2025_07_15	2025-07-15	3867	3675	95	na
GCF_051356875.1	PRJNA224116	SAMN49672657	na	na	470	470	Acinetobacter baumannii	strain=Ab19	na	latest	Complete Genome	Major	Full	2025-07-18	ASM5135687v1	Baskent University Medical Faculty	GCA_051356875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/356/875/GCF_051356875.1_ASM5135687v1/	na	na	na	haploid	bacteria	4019471	4019471	39.000000	2	2	2	NCBI RefSeq	GCF_051356875.1-RS_2025_07_18	2025-07-18	3862	3686	95	na
GCF_051356925.1	PRJNA224116	SAMN49672665	na	na	470	470	Acinetobacter baumannii	strain=Ab92	na	latest	Complete Genome	Major	Full	2025-07-16	ASM5135692v1	Baskent University Medical Faculty	GCA_051356925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/356/925/GCF_051356925.1_ASM5135692v1/	na	na	na	haploid	bacteria	4128082	4128082	39.000000	3	3	3	NCBI RefSeq	GCF_051356925.1-RS_2025_07_15	2025-07-15	4031	3839	95	na
GCF_051357625.1	PRJNA224116	SAMN49672667	na	na	470	470	Acinetobacter baumannii	strain=Ab21	na	latest	Complete Genome	Major	Full	2025-07-16	ASM5135762v1	Baskent University Medical Faculty	GCA_051357625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/357/625/GCF_051357625.1_ASM5135762v1/	na	na	na	haploid	bacteria	4177802	4177802	39.000000	4	4	4	NCBI RefSeq	GCF_051357625.1-RS_2025_07_15	2025-07-15	4086	3900	97	na
GCF_051358245.1	PRJNA224116	SAMN49672659	na	na	470	470	Acinetobacter baumannii	strain=Ab5	na	latest	Complete Genome	Major	Full	2025-07-16	ASM5135824v1	Baskent University Medical Faculty	GCA_051358245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/358/245/GCF_051358245.1_ASM5135824v1/	na	na	na	haploid	bacteria	4092140	4092140	39.000000	3	3	3	NCBI RefSeq	GCF_051358245.1-RS_2025_07_15	2025-07-15	3924	3727	95	na
GCF_051358265.1	PRJNA224116	SAMN49672666	na	na	470	470	Acinetobacter baumannii	strain=Ab73	na	latest	Complete Genome	Major	Full	2025-07-16	ASM5135826v1	Baskent University Medical Faculty	GCA_051358265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/358/265/GCF_051358265.1_ASM5135826v1/	na	na	na	haploid	bacteria	4134039	4134039	39.000000	4	4	4	NCBI RefSeq	GCF_051358265.1-RS_2025_07_15	2025-07-15	4017	3823	97	na
GCF_051358895.1	PRJNA224116	SAMN49672658	na	na	470	470	Acinetobacter baumannii	strain=Ab41	na	latest	Complete Genome	Major	Full	2025-07-16	ASM5135889v1	Baskent University Medical Faculty	GCA_051358895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/358/895/GCF_051358895.1_ASM5135889v1/	na	na	na	haploid	bacteria	4042150	4042150	39.000000	2	2	2	NCBI RefSeq	GCF_051358895.1-RS_2025_07_15	2025-07-15	3879	3688	95	na
GCF_051358945.1	PRJNA224116	SAMN49672660	na	na	470	470	Acinetobacter baumannii	strain=Ab58	na	latest	Complete Genome	Major	Full	2025-07-16	ASM5135894v1	Baskent University Medical Faculty	GCA_051358945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/358/945/GCF_051358945.1_ASM5135894v1/	na	na	na	haploid	bacteria	4015038	4015038	39.000000	2	2	2	NCBI RefSeq	GCF_051358945.1-RS_2025_07_15	2025-07-15	3868	3658	95	na
GCF_051397055.1	PRJNA224116	SAMN48008029	na	na	470	470	Acinetobacter baumannii	strain=AB17-AUFP	na	latest	Complete Genome	Major	Full	2025-07-18	ASM5139705v1	Alexandria University	GCA_051397055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/397/055/GCF_051397055.1_ASM5139705v1/	na	na	na	haploid	bacteria	4202906	4202906	39.000000	4	4	4	NCBI RefSeq	GCF_051397055.1-RS_2025_07_17	2025-07-17	4075	3877	96	na
GCF_051521805.1	PRJNA224116	SAMN49275896	na	na	470	470	Acinetobacter baumannii	strain=MRSN31468	na	latest	Complete Genome	Major	Full	2025-07-29	ASM5152180v1	The University of Sydney	GCA_051521805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/521/805/GCF_051521805.1_ASM5152180v1/	na	na	na	haploid	bacteria	3963646	3963646	39.000000	3	3	3	NCBI RefSeq	GCF_051521805.1-RS_2025_07_25	2025-07-25	3828	3664	96	na
GCF_051547525.1	PRJNA224116	SAMN49817758	JBPTSM000000000.1	na	470	470	Acinetobacter baumannii	strain=WWCOL-51	na	latest	Complete Genome	Major	Full	2025-07-27	ASM5154752v1	Seoul Metropolitan Government Research Institute of Public Health and Environment	GCA_051547525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/547/525/GCF_051547525.1_ASM5154752v1/	na	na	na	haploid	bacteria	4123164	4123164	39.000000	4	4	4	NCBI RefSeq	GCF_051547525.1-RS_2025_07_28	2025-07-28	4002	3742	96	na
GCF_051622705.1	PRJNA224116	SAMN35029391	na	na	470	470	Acinetobacter baumannii	strain=IITK SM3 AMMU	na	latest	Complete Genome	Major	Full	2025-08-01	ASM5162270v1	Indian Institute of Technology	GCA_051622705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/622/705/GCF_051622705.1_ASM5162270v1/	na	na	na	haploid	bacteria	4079383	4079383	39.000000	1	1	1	NCBI RefSeq	GCF_051622705.1-RS_2025_07_31	2025-07-31	4023	3746	97	na
GCF_051674525.1	PRJNA224116	SAMN49745970	na	na	470	470	Acinetobacter baumannii	strain=LUH5535	na	latest	Complete Genome	Major	Full	2025-08-02	ASM5167452v1	The University of Sydney	GCA_051674525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/674/525/GCF_051674525.1_ASM5167452v1/	na	na	na	haploid	bacteria	3791486	3791486	39.000000	1	1	1	NCBI RefSeq	GCF_051674525.1-RS_2025_08_01	2025-08-01	3566	3425	94	na
GCF_051776275.1	PRJNA224116	SAMN41934836	na	na	470	470	Acinetobacter baumannii	strain=Rp342	na	latest	Complete Genome	Major	Full	2025-08-05	ASM5177627v1	Boston College	GCA_051776275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/776/275/GCF_051776275.1_ASM5177627v1/	na	na	na	haploid	bacteria	4250383	4250383	38.500000	4	4	4	NCBI RefSeq	GCF_051776275.1-RS_2025_08_04	2025-08-04	4205	3997	95	na
GCF_051805475.1	PRJNA224116	SAMN49745972	na	na	470	470	Acinetobacter baumannii	strain=LUH5551	na	latest	Complete Genome	Major	Full	2025-08-06	ASM5180547v1	The University of Sydney	GCA_051805475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/805/475/GCF_051805475.1_ASM5180547v1/	na	na	na	haploid	bacteria	3871984	3871984	39.000000	2	2	2	NCBI RefSeq	GCF_051805475.1-RS_2025_08_05	2025-08-05	3702	3489	95	na
GCF_051805485.1	PRJNA224116	SAMN49745971	na	na	470	470	Acinetobacter baumannii	strain=LUH5546	na	latest	Complete Genome	Major	Full	2025-08-06	ASM5180548v1	The University of Sydney	GCA_051805485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/805/485/GCF_051805485.1_ASM5180548v1/	na	na	na	haploid	bacteria	4081236	4081236	39.000000	5	5	5	NCBI RefSeq	GCF_051805485.1-RS_2025_08_05	2025-08-05	4003	3690	96	na
GCF_051932685.1	PRJNA224116	SAMN50012554	na	na	470	470	Acinetobacter baumannii	strain=144AB_F11_FAQ07850_BC01	na	latest	Complete Genome	Major	Full	2025-08-13	ASM5193268v1	Faculty of Medicine, Chulalongkorn University	GCA_051932685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/932/685/GCF_051932685.1_ASM5193268v1/	na	na	na	haploid	bacteria	3989909	3989909	39.000000	2	2	2	NCBI RefSeq	GCF_051932685.1-RS_2025_08_13	2025-08-13	3804	3548	95	na
GCF_051941085.1	PRJNA224116	SAMN50235498	na	na	470	470	Acinetobacter baumannii	strain=17978rif	na	latest	Complete Genome	Major	Full	2025-08-13	ASM5194108v1	Universidad Nacional Autonoma de Mexico. Centro de Ciencias Genomicas	GCA_051941085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/941/085/GCF_051941085.1_ASM5194108v1/	na	na	na	haploid	bacteria	4034007	4034007	39.000000	4	4	4	NCBI RefSeq	GCF_051941085.1-RS_2025_08_13	2025-08-13	3849	3691	95	na
GCF_052040225.1	PRJNA224116	SAMN48008033	na	na	470	470	Acinetobacter baumannii	strain=AB26-AUFP	na	latest	Complete Genome	Major	Full	2025-08-16	ASM5204022v1	Alexandria University	GCA_052040225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/040/225/GCF_052040225.1_ASM5204022v1/	na	na	na	haploid	bacteria	4171995	4171995	39.000000	2	2	2	NCBI RefSeq	GCF_052040225.1-RS_2025_08_15	2025-08-15	4066	3892	96	na
